Experiment,Transect,Plot,Treatment,Species,HostGroup,BackgroundSpecies,Density,Observer,DamageDate,SeedCollectionDate,Plant.ID,leaf1,leaf2,leaf3,leaf4,leaf5,leaf6,Rust?,SeedCollection,Notes
Transect,1,E,ambient,AB,NA,NA,NA,SCD,5/27/16,5/27/16,X505,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,ambient,AB,NA,NA,NA,SCD,5/27/16,5/27/16,AB1,1,0.1,NA,NA,NA,NA,,YES,
Transect,1,E,ambient,AB,NA,NA,NA,SCD,5/27/16,5/27/16,X507,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,ambient,BD,NA,NA,NA,SCD,5/27/16,5/27/16,X511,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,ambient,BD,NA,NA,NA,SCD,5/27/16,5/27/16,X512,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,ambient,BD,NA,NA,NA,SCD,5/27/16,5/27/16,X513,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,ambient,BH,NA,NA,NA,SCD,5/27/16,5/27/16,BH1,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,ambient,BH,NA,NA,NA,SCD,5/27/16,5/27/16,BH2,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,ambient,BH,NA,NA,NA,SCD,5/27/16,5/27/16,BH3,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,ambient,EG,NA,NA,NA,SCD,5/27/16,5/27/16,MISSING,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,ambient,EG,NA,NA,NA,SCD,5/27/16,5/27/16,MISSING,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,ambient,EG,NA,NA,NA,SCD,5/27/16,5/27/16,MISSING,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,ambient,SP,NA,NA,NA,SCD,5/27/16,5/27/16,X508,0.1,0.1,1,NA,NA,NA,,NO,
Transect,1,E,ambient,SP,NA,NA,NA,SCD,5/27/16,5/27/16,MISSING,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,ambient,SP,NA,NA,NA,SCD,5/27/16,5/27/16,MISSING,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,fungicide,AB,NA,NA,NA,TCB,5/27/16,5/27/16,AB1,0.1,0,0,NA,NA,NA,,YES,
Transect,1,E,fungicide,AB,NA,NA,NA,TCB,5/27/16,5/27/16,AB2,0,0,0,NA,NA,NA,,YES,
Transect,1,E,fungicide,AB,NA,NA,NA,TCB,5/27/16,5/27/16,AB3,0,5,NA,NA,NA,NA,,YES,
Transect,1,E,fungicide,BD,NA,NA,NA,TCB,5/27/16,5/27/16,BD1,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,fungicide,BD,NA,NA,NA,TCB,5/27/16,5/27/16,BD2,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,fungicide,BD,NA,NA,NA,TCB,5/27/16,5/27/16,BD3,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,fungicide,BH,NA,NA,NA,TCB,5/27/16,5/27/16,BH1,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,fungicide,BH,NA,NA,NA,TCB,5/27/16,5/27/16,BH2,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,fungicide,BH,NA,NA,NA,TCB,5/27/16,5/27/16,BH3,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,fungicide,EG,NA,NA,NA,TCB,5/27/16,5/27/16,EG1,0,0,0,NA,NA,NA,,NO,
Transect,1,E,fungicide,EG,NA,NA,NA,TCB,5/27/16,5/27/16,MISSING,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,fungicide,EG,NA,NA,NA,TCB,5/27/16,5/27/16,MISSING,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,fungicide,SP,NA,NA,NA,TCB,5/27/16,5/27/16,SP1,0,0,0,NA,NA,NA,,NO,MOSTLY DEAD
Transect,1,E,fungicide,SP,NA,NA,NA,TCB,5/27/16,5/27/16,MISSING,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,fungicide,SP,NA,NA,NA,TCB,5/27/16,5/27/16,MISSING,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,inoculation,AB,NA,NA,NA,SCD,5/27/16,5/27/16,AB1,0.1,0.1,1,NA,NA,NA,,YES,
Transect,1,E,inoculation,AB,NA,NA,NA,SCD,5/27/16,5/27/16,AB2,0.1,1,NA,NA,NA,NA,,YES,
Transect,1,E,inoculation,AB,NA,NA,NA,SCD,5/27/16,5/27/16,AB3,0,0,0.1,NA,NA,NA,,YES,
Transect,1,E,inoculation,BD,NA,NA,NA,SCD,5/27/16,5/27/16,BD1,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,inoculation,BD,NA,NA,NA,SCD,5/27/16,5/27/16,BD2,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,inoculation,BD,NA,NA,NA,SCD,5/27/16,5/27/16,BD3,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,inoculation,BH,NA,NA,NA,SCD,5/27/16,5/27/16,BH1,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,inoculation,BH,NA,NA,NA,SCD,5/27/16,5/27/16,BH2,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,inoculation,BH,NA,NA,NA,SCD,5/27/16,5/27/16,BH3,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,inoculation,EG,NA,NA,NA,SCD,5/27/16,5/27/16,EG1,1,5,0.1,NA,NA,NA,,NO,
Transect,1,E,inoculation,EG,NA,NA,NA,SCD,5/27/16,5/27/16,MISSING,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,inoculation,EG,NA,NA,NA,SCD,5/27/16,5/27/16,MISSING,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,inoculation,SP,NA,NA,NA,SCD,5/27/16,5/27/16,SP1,1,0.1,1,NA,NA,NA,,YES,
Transect,1,E,inoculation,SP,NA,NA,NA,SCD,5/27/16,5/27/16,MISSING,NA,NA,NA,NA,NA,NA,,YES,
Transect,1,E,inoculation,SP,NA,NA,NA,SCD,5/27/16,5/27/16,MISSING,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,A,ambient,AB,NA,NA,NA,SCD,5/25/16,5/25/16,X407,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,A,ambient,AB,NA,NA,NA,SCD,5/25/16,5/25/16,X408,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,A,ambient,AB,NA,NA,NA,SCD,5/25/16,5/25/16,X409,0.1,1,1,NA,NA,NA,,YES,
Transect,3,A,ambient,BD,NA,NA,NA,SCD,5/25/16,5/25/16,X410,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,A,ambient,BD,NA,NA,NA,SCD,5/25/16,5/25/16,BD1,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,A,ambient,BD,NA,NA,NA,SCD,5/25/16,5/25/16,BD2,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,A,ambient,BH,NA,NA,NA,SCD,5/25/16,5/25/16,X411,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,A,ambient,BH,NA,NA,NA,SCD,5/25/16,5/25/16,BH1,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,A,ambient,BH,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,A,ambient,EG,NA,NA,NA,SCD,5/25/16,5/25/16,X417,1,0.1,0.1,NA,NA,NA,,YES,
Transect,3,A,ambient,EG,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,A,ambient,EG,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,A,ambient,SP,NA,NA,NA,SCD,5/25/16,5/25/16,X199,5,1,5,NA,NA,NA,,YES,
Transect,3,A,ambient,SP,NA,NA,NA,SCD,5/25/16,5/25/16,X200,5,5,1,NA,NA,NA,,YES,
Transect,3,A,ambient,SP,NA,NA,NA,SCD,5/25/16,5/25/16,X201,0.1,0.1,0.1,NA,NA,NA,,YES,
Transect,3,A,fungicide,AB,NA,NA,NA,SCD,5/25/16,5/25/16,AB1,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,A,fungicide,AB,NA,NA,NA,SCD,5/25/16,5/25/16,AB2,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,A,fungicide,AB,NA,NA,NA,SCD,5/25/16,5/25/16,AB3,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,A,fungicide,BD,NA,NA,NA,SCD,5/25/16,5/25/16,BD1,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,A,fungicide,BD,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,A,fungicide,BD,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,A,fungicide,BH,NA,NA,NA,SCD,5/25/16,5/25/16,BH1,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,A,fungicide,BH,NA,NA,NA,SCD,5/25/16,5/25/16,BH2,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,A,fungicide,BH,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,A,fungicide,EG,NA,NA,NA,TCB,5/25/16,5/25/16,EG1,0,0,0.1,NA,NA,NA,,YES,
Transect,3,A,fungicide,EG,NA,NA,NA,TCB,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,A,fungicide,EG,NA,NA,NA,TCB,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,A,fungicide,SP,NA,NA,NA,TCB,5/25/16,5/25/16,X195,0,0,0.1,NA,NA,NA,,YES,
Transect,3,A,fungicide,SP,NA,NA,NA,TCB,5/25/16,5/25/16,X196,0,0,0,NA,NA,NA,,YES,
Transect,3,A,fungicide,SP,NA,NA,NA,TCB,5/25/16,5/25/16,X197,1,0,1,NA,NA,NA,,YES,
Transect,3,A,inoculation,AB,NA,NA,NA,SCD,5/25/16,5/25/16,AB1,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,A,inoculation,AB,NA,NA,NA,SCD,5/25/16,5/25/16,AB2,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,A,inoculation,AB,NA,NA,NA,SCD,5/25/16,5/25/16,AB3,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,A,inoculation,BD,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,A,inoculation,BD,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,A,inoculation,BD,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,A,inoculation,BH,NA,NA,NA,SCD,5/25/16,5/25/16,BH1,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,A,inoculation,BH,NA,NA,NA,SCD,5/25/16,5/25/16,BH2,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,A,inoculation,BH,NA,NA,NA,SCD,5/25/16,5/25/16,BH3,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,A,inoculation,EG,NA,NA,NA,SCD,5/25/16,5/25/16,EG1,1,0.1,0.1,NA,NA,NA,,YES,
Transect,3,A,inoculation,EG,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,A,inoculation,EG,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,A,inoculation,SP,NA,NA,NA,SCD,5/25/16,5/25/16,X198,0.1,0.1,0.1,NA,NA,NA,,YES,
Transect,3,A,inoculation,SP,NA,NA,NA,SCD,5/25/16,5/25/16,X202,0.1,1,5,NA,NA,NA,,YES,
Transect,3,A,inoculation,SP,NA,NA,NA,SCD,5/25/16,5/25/16,X203,5,1,5,NA,NA,NA,,YES,
Transect,3,C,ambient,AB,NA,NA,NA,TCB,5/25/16,5/25/16,AB1,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,C,ambient,AB,NA,NA,NA,TCB,5/25/16,5/25/16,AB2,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,C,ambient,AB,NA,NA,NA,TCB,5/25/16,5/25/16,AB3,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,C,ambient,BD,NA,NA,NA,TCB,5/25/16,5/25/16,BD1,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,C,ambient,BD,NA,NA,NA,TCB,5/25/16,5/25/16,BD2,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,C,ambient,BD,NA,NA,NA,TCB,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,C,ambient,BH,NA,NA,NA,TCB,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,C,ambient,BH,NA,NA,NA,TCB,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,C,ambient,BH,NA,NA,NA,TCB,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,C,ambient,EG,NA,NA,NA,TCB,5/25/16,5/25/16,DEAD,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,C,ambient,EG,NA,NA,NA,TCB,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,C,ambient,EG,NA,NA,NA,TCB,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,C,ambient,SP,NA,NA,NA,TCB,5/25/16,5/25/16,SP1,0.1,1,0,NA,NA,NA,,YES,
Transect,3,C,ambient,SP,NA,NA,NA,TCB,5/25/16,5/25/16,SP2,1,1,0.1,NA,NA,NA,,YES,
Transect,3,C,ambient,SP,NA,NA,NA,TCB,5/25/16,5/25/16,SP3,0.1,1,0,NA,NA,NA,,YES,
Transect,3,C,fungicide,AB,NA,NA,NA,SCD,5/25/16,5/25/16,AB1,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,C,fungicide,AB,NA,NA,NA,SCD,5/25/16,5/25/16,AB2,0,0.1,NA,NA,NA,NA,,YES,
Transect,3,C,fungicide,AB,NA,NA,NA,SCD,5/25/16,5/25/16,AB3,0.1,0,NA,NA,NA,NA,,YES,
Transect,3,C,fungicide,BD,NA,NA,NA,SCD,5/25/16,5/25/16,BD1,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,C,fungicide,BD,NA,NA,NA,SCD,5/25/16,5/25/16,BD2,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,C,fungicide,BD,NA,NA,NA,SCD,5/25/16,5/25/16,BD3,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,C,fungicide,BH,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,C,fungicide,BH,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,C,fungicide,BH,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,C,fungicide,EG,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,C,fungicide,EG,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,C,fungicide,EG,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,C,fungicide,SP,NA,NA,NA,SCD,5/25/16,5/25/16,SP1,0.1,0.1,0.1,NA,NA,NA,,NO,
Transect,3,C,fungicide,SP,NA,NA,NA,TCB,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,C,fungicide,SP,NA,NA,NA,TCB,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,C,inoculation,AB,NA,NA,NA,TCB,5/25/16,5/25/16,AB1,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,C,inoculation,AB,NA,NA,NA,TCB,5/25/16,5/25/16,AB2,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,C,inoculation,AB,NA,NA,NA,TCB,5/25/16,5/25/16,AB3,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,C,inoculation,BD,NA,NA,NA,TCB,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,C,inoculation,BD,NA,NA,NA,TCB,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,C,inoculation,BD,NA,NA,NA,TCB,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,C,inoculation,BH,NA,NA,NA,TCB,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,C,inoculation,BH,NA,NA,NA,TCB,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,C,inoculation,BH,NA,NA,NA,TCB,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,C,inoculation,EG,NA,NA,NA,TCB,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,C,inoculation,EG,NA,NA,NA,TCB,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,C,inoculation,EG,NA,NA,NA,TCB,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,C,inoculation,SP,NA,NA,NA,TCB,5/25/16,5/25/16,SP1,5,1,1,NA,NA,NA,,YES,
Transect,3,C,inoculation,SP,NA,NA,NA,TCB,5/25/16,5/25/16,SP2,0,1,1,NA,NA,NA,,YES,
Transect,3,C,inoculation,SP,NA,NA,NA,TCB,5/25/16,5/25/16,SP3,1,1,5,NA,NA,NA,,YES,
Transect,3,E,ambient,AB,NA,NA,NA,SCD,5/25/16,5/25/16,X418,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,E,ambient,AB,NA,NA,NA,SCD,5/25/16,5/25/16,X419,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,E,ambient,AB,NA,NA,NA,SCD,5/25/16,5/25/16,X420,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,E,ambient,BD,NA,NA,NA,SCD,5/25/16,5/25/16,X421,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,E,ambient,BD,NA,NA,NA,SCD,5/25/16,5/25/16,BD1,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,E,ambient,BD,NA,NA,NA,SCD,5/25/16,5/25/16,BD2,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,E,ambient,BH,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,E,ambient,BH,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,E,ambient,BH,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,E,ambient,EG,NA,NA,NA,SCD,5/25/16,5/25/16,X425,0.1,0.1,0.1,NA,NA,NA,,YES,
Transect,3,E,ambient,EG,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,E,ambient,EG,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,E,ambient,SP,NA,NA,NA,SCD,5/25/16,5/25/16,X213,1,10,1,NA,NA,NA,BROWN,YES,TAG BLANK
Transect,3,E,ambient,SP,NA,NA,NA,SCD,5/25/16,5/25/16,X426,0.1,1,0.1,NA,NA,NA,,YES,
Transect,3,E,ambient,SP,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,E,fungicide,AB,NA,NA,NA,TCB,5/25/16,5/25/16,AB1,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,E,fungicide,AB,NA,NA,NA,TCB,5/25/16,5/25/16,AB2,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,E,fungicide,AB,NA,NA,NA,TCB,5/25/16,5/25/16,AB3,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,E,fungicide,BD,NA,NA,NA,TCB,5/25/16,5/25/16,BD1,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,E,fungicide,BD,NA,NA,NA,TCB,5/25/16,5/25/16,BD2,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,E,fungicide,BD,NA,NA,NA,TCB,5/25/16,5/25/16,BD3,NA,NA,NA,NA,NA,NA,,YES,
Transect,3,E,fungicide,BH,NA,NA,NA,TCB,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,E,fungicide,BH,NA,NA,NA,TCB,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,E,fungicide,BH,NA,NA,NA,TCB,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,E,fungicide,EG,NA,NA,NA,TCB,5/25/16,5/25/16,EG1,0,0,0,NA,NA,NA,,NO,
Transect,3,E,fungicide,EG,NA,NA,NA,TCB,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,E,fungicide,EG,NA,NA,NA,TCB,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,E,fungicide,SP,NA,NA,NA,TCB,5/25/16,5/25/16,SP1,0,0.1,0,NA,NA,NA,,YES,
Transect,3,E,fungicide,SP,NA,NA,NA,TCB,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,E,fungicide,SP,NA,NA,NA,TCB,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,E,inoculation,AB,NA,NA,NA,SCD,5/25/16,5/25/16,AB1,0.1,0,NA,NA,NA,NA,BROWN,YES,
Transect,3,E,inoculation,AB,NA,NA,NA,SCD,5/25/16,5/25/16,AB2,0,0.1,0,NA,NA,NA,,YES,
Transect,3,E,inoculation,AB,NA,NA,NA,SCD,5/25/16,5/25/16,AB3,0.1,NA,NA,NA,NA,NA,,YES,
Transect,3,E,inoculation,BD,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,E,inoculation,BD,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,E,inoculation,BD,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,E,inoculation,BH,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,E,inoculation,BH,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,E,inoculation,BH,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,E,inoculation,EG,NA,NA,NA,SCD,5/25/16,5/25/16,,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,E,inoculation,EG,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,E,inoculation,EG,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,E,inoculation,SP,NA,NA,NA,SCD,5/25/16,5/25/16,SP1,5,5,0.1,NA,NA,NA,,YES,
Transect,3,E,inoculation,SP,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,3,E,inoculation,SP,NA,NA,NA,SCD,5/25/16,5/25/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,4,A,ambient,AB,NA,NA,NA,TCB,5/27/16,5/27/16,AB1,NA,NA,NA,NA,NA,NA,,YES,
Transect,4,A,ambient,AB,NA,NA,NA,TCB,5/27/16,5/27/16,AB2,NA,NA,NA,NA,NA,NA,,YES,
Transect,4,A,ambient,AB,NA,NA,NA,TCB,5/27/16,5/27/16,X467,NA,NA,NA,NA,NA,NA,,YES,
Transect,4,A,ambient,BD,NA,NA,NA,TCB,5/27/16,5/27/16,BD1,NA,NA,NA,NA,NA,NA,,YES,
Transect,4,A,ambient,BD,NA,NA,NA,TCB,5/27/16,5/27/16,BD2,NA,NA,NA,NA,NA,NA,,YES,
Transect,4,A,ambient,BD,NA,NA,NA,TCB,5/27/16,5/27/16,X470,NA,NA,NA,NA,NA,NA,,YES,
Transect,4,A,ambient,BH,NA,NA,NA,TCB,5/27/16,5/27/16,BH1,NA,NA,NA,NA,NA,NA,,YES,
Transect,4,A,ambient,BH,NA,NA,NA,TCB,5/27/16,5/27/16,BH2,NA,NA,NA,NA,NA,NA,,YES,
Transect,4,A,ambient,BH,NA,NA,NA,TCB,5/27/16,5/27/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,4,A,ambient,EG,NA,NA,NA,TCB,5/27/16,5/27/16,X474,0.1,0.1,NA,NA,NA,NA,,YES,
Transect,4,A,ambient,EG,NA,NA,NA,TCB,5/27/16,5/27/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,4,A,ambient,EG,NA,NA,NA,TCB,5/27/16,5/27/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,4,A,ambient,SP,NA,NA,NA,TCB,5/27/16,5/27/16,SP071,NA,NA,NA,NA,NA,NA,,NA,
Transect,4,A,ambient,SP,NA,NA,NA,TCB,5/27/16,5/27/16,X475,1,5,1,NA,NA,NA,,YES,
Transect,4,A,ambient,SP,NA,NA,NA,TCB,5/27/16,5/27/16,X476,1,5,1,NA,NA,NA,,YES,
Transect,4,A,fungicide,AB,NA,NA,NA,SCD,5/27/16,5/27/16,AB1,NA,NA,NA,NA,NA,NA,,YES,
Transect,4,A,fungicide,AB,NA,NA,NA,SCD,5/27/16,5/27/16,AB2,NA,NA,NA,NA,NA,NA,,YES,
Transect,4,A,fungicide,AB,NA,NA,NA,SCD,5/27/16,5/27/16,AB3,NA,NA,NA,NA,NA,NA,,YES,
Transect,4,A,fungicide,BD,NA,NA,NA,SCD,5/27/16,5/27/16,BD1,NA,NA,NA,NA,NA,NA,,YES,
Transect,4,A,fungicide,BD,NA,NA,NA,SCD,5/27/16,5/27/16,BD2,NA,NA,NA,NA,NA,NA,,YES,
Transect,4,A,fungicide,BD,NA,NA,NA,SCD,5/27/16,5/27/16,BD3,NA,NA,NA,NA,NA,NA,,YES,
Transect,4,A,fungicide,BH,NA,NA,NA,SCD,5/27/16,5/27/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,4,A,fungicide,BH,NA,NA,NA,SCD,5/27/16,5/27/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Transect,4,A,fungicide,BH,NA,NA,NA,SCD,5/27/16,5/27/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
